SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_STATUS,AMT_APPLICATION,AMT_CREDIT,AMT_ANNUITY,AMT_DOWN_PAYMENT,RATE_DOWN_PAYMENT,DAYS_DECISION,CNT_PAYMENT,NAME_YIELD_GROUP
1013338,104330,Approved,45000.0,43000.0,1100.0,6100.0,0.0095,-824,36.0,XNA
1013339,104330,Refused,27000.0,0.0,0.0,0.0,0.1909,-2137,24.0,low_normal
1013340,104330,Approved,92000.0,89000.0,3000.0,8000.0,0.0042,-2824,12.0,low_action
1013341,104330,Approved,130000.0,126000.0,4800.0,20500.0,0.0177,-2733,48.0,high
1013342,104330,Approved,1201000.0,940000.0,28800.0,65300.0,0.0452,-1908,6.0,middle
1013343,104331,Approved,441000.0,422000.0,13200.0,49500.0,0.0848,-529,12.0,low_normal
1013344,104332,Approved,492000.0,470000.0,13700.0,27000.0,0.0668,-2889,36.0,low_normal
1013345,104332,Approved,280000.0,275000.0,7900.0,43300.0,0.1089,-1792,36.0,middle
1013346,104332,Approved,45000.0,36000.0,1100.0,3400.0,0.1238,-1284,48.0,middle
1013347,104332,Refused,132000.0,0.0,0.0,0.0,0.2395,-466,6.0,low_action
1013348,104333,Approved,62000.0,60000.0,1800.0,3200.0,0.1045,-468,48.0,middle
1013349,104333,Approved,270000.0,259000.0,17700.0,50300.0,0.1811,-2884,12.0,high
1013350,104333,Canceled,34000.0,30000.0,2200.0,4700.0,0.2026,-2805,36.0,middle
1013351,104334,Refused,45000.0,0.0,0.0,0.0,0.1099,-1875,18.0,high
1013352,104334,Refused,182000.0,0.0,0.0,0.0,0.0833,-495,6.0,high
1013353,104334,Refused,226000.0,0.0,0.0,0.0,0.1423,-863,12.0,middle
1013354,104334,Refused,248000.0,0.0,0.0,0.0,0.1078,-227,12.0,high
1013355,104334,Approved,138000.0,119000.0,4200.0,11300.0,0.214,-2672,24.0,XNA
1013356,104334,Approved,146000.0,114000.0,4000.0,14800.0,0.2018,-118,10.0,XNA
1013357,104334,Refused,692000.0,0.0,0.0,0.0,0.1919,-2503,48.0,middle
1013358,104334,Approved,442000.0,404000.0,39600.0,78400.0,0.1808,-313,6.0,high
1013359,104336,Refused,33000.0,0.0,0.0,0.0,0.2202,-2169,12.0,low_action
1013360,104336,Refused,72000.0,0.0,0.0,0.0,0.0405,-2642,12.0,low_action
1013361,104336,Refused,197000.0,0.0,0.0,0.0,0.0745,-1064,48.0,low_normal
1013362,104336,Refused,89000.0,0.0,0.0,0.0,0.1158,-2257,36.0,middle
1013363,104336,Refused,292000.0,0.0,0.0,0.0,0.133,-1852,6.0,XNA
1013364,104336,Refused,166000.0,0.0,0.0,0.0,0.0748,-1644,36.0,XNA
1013365,104337,Refused,395000.0,0.0,0.0,0.0,0.0187,-341,12.0,low_action
1013366,104337,Approved,201000.0,169000.0,11800.0,4800.0,0.1951,-1741,24.0,XNA
1013367,104337,Refused,306000.0,0.0,0.0,0.0,0.0744,-262,12.0,low_normal
1013368,104337,Approved,97000.0,86000.0,3700.0,9700.0,0.0989,-1309,12.0,XNA
1013369,104338,Refused,147000.0,0.0,0.0,0.0,0.0836,-2283,48.0,middle
1013370,104338,Approved,247000.0,236000.0,14400.0,42300.0,0.2115,-976,36.0,low_action
1013371,104339,Refused,159000.0,0.0,0.0,0.0,0.1543,-1824,36.0,low_action
1013372,104339,Approved,121000.0,97000.0,4500.0,4000.0,0.1646,-84,24.0,XNA
1013373,104339,Approved,563000.0,547000.0,39400.0,46300.0,0.0111,-1532,6.0,XNA
1013374,104340,Refused,326000.0,0.0,0.0,0.0,0.2438,-1942,18.0,low_action
1013375,104340,Approved,67000.0,68000.0,4300.0,9500.0,0.19,-1795,36.0,middle
1013376,104340,Refused,664000.0,0.0,0.0,0.0,0.1888,-939,48.0,high
1013377,104340,Approved,30000.0,31000.0,2200.0,600.0,0.029,-2827,48.0,high
1013378,104340,Refused,45000.0,0.0,0.0,0.0,0.1963,-677,18.0,low_normal
1013379,104341,Refused,13000.0,0.0,0.0,0.0,0.2239,-1284,18.0,middle
1013380,104342,Refused,52000.0,0.0,0.0,0.0,0.2182,-1685,10.0,high
1013381,104342,Refused,74000.0,0.0,0.0,0.0,0.1845,-2087,18.0,low_normal
1013382,104342,Refused,57000.0,0.0,0.0,0.0,0.0337,-1429,18.0,low_normal
1013383,104342,Canceled,203000.0,192000.0,7500.0,26600.0,0.1122,-1595,18.0,low_action
1013384,104343,Approved,82000.0,78000.0,2800.0,8000.0,0.1136,-980,18.0,high
1013385,104343,Refused,295000.0,0.0,0.0,0.0,0.1827,-1094,36.0,low_normal
1013386,104343,Approved,683000.0,704000.0,60800.0,82300.0,0.2472,-23,24.0,low_normal
1013387,104343,Refused,535000.0,0.0,0.0,0.0,0.0673,-173,24.0,XNA
1013388,104343,Approved,95000.0,73000.0,2400.0,4800.0,0.1985,-2604,12.0,low_normal
1013389,104344,Approved,98000.0,75000.0,2100.0,13600.0,0.06,-1840,24.0,low_normal
1013390,104344,Canceled,89000.0,68000.0,2300.0,11700.0,0.0129,-1572,48.0,middle
1013391,104345,Refused,65000.0,0.0,0.0,0.0,0.1999,-1538,6.0,high
1013392,104345,Refused,65000.0,0.0,0.0,0.0,0.1609,-2136,24.0,XNA
1013393,104345,Refused,106000.0,0.0,0.0,0.0,0.124,-2723,12.0,middle
1013394,104345,Refused,100000.0,0.0,0.0,0.0,0.0628,-1350,10.0,high
1013395,104345,Approved,81000.0,81000.0,3300.0,5300.0,0.1886,-2717,24.0,low_action
1013396,104345,Refused,19000.0,0.0,0.0,0.0,0.133,-1811,12.0,middle
1013397,104345,Refused,311000.0,0.0,0.0,0.0,0.1538,-2300,48.0,XNA
1013398,104346,Refused,907000.0,0.0,0.0,0.0,0.1417,-2438,48.0,low_normal
1013399,104346,Approved,122000.0,92000.0,2900.0,12300.0,0.0987,-1761,6.0,low_action
1013400,104346,Canceled,149000.0,152000.0,13100.0,12100.0,0.0695,-2869,10.0,high
1013401,104346,Approved,287000.0,282000.0,18400.0,35900.0,0.0021,-401,12.0,low_action
1013402,104346,Refused,219000.0,0.0,0.0,0.0,0.238,-1912,24.0,high
1013403,104347,Canceled,85000.0,72000.0,2600.0,11800.0,0.1992,-2734,18.0,low_action
1013404,104347,Refused,385000.0,0.0,0.0,0.0,0.0428,-1981,10.0,XNA
1013405,104347,Refused,43000.0,0.0,0.0,0.0,0.1781,-2097,36.0,low_action
1013406,104347,Refused,15000.0,0.0,0.0,0.0,0.0095,-2245,36.0,high
1013407,104348,Refused,276000.0,0.0,0.0,0.0,0.2188,-2885,6.0,low_action
1013408,104348,Refused,146000.0,0.0,0.0,0.0,0.0778,-2207,12.0,low_normal
1013409,104348,Approved,65000.0,57000.0,1700.0,6100.0,0.116,-1607,48.0,middle
1013410,104348,Refused,23000.0,0.0,0.0,0.0,0.0259,-554,18.0,high
1013411,104349,Approved,73000.0,73000.0,5100.0,2200.0,0.129,-65,24.0,high
1013412,104350,Refused,80000.0,0.0,0.0,0.0,0.0962,-441,12.0,low_action
1013413,104350,Refused,427000.0,0.0,0.0,0.0,0.1559,-2292,36.0,low_normal
1013414,104350,Approved,400000.0,358000.0,17700.0,40200.0,0.1851,-2277,18.0,XNA
1013415,104350,Approved,216000.0,205000.0,16800.0,11000.0,0.0977,-95,18.0,XNA
1013416,104351,Refused,42000.0,0.0,0.0,0.0,0.1214,-2579,18.0,high
1013417,104351,Refused,126000.0,0.0,0.0,0.0,0.2253,-757,10.0,low_normal
1013418,104351,Refused,92000.0,0.0,0.0,0.0,0.2163,-2285,18.0,low_action
1013419,104351,Refused,64000.0,0.0,0.0,0.0,0.0336,-1387,36.0,middle
1013420,104351,Refused,317000.0,0.0,0.0,0.0,0.1418,-171,18.0,high
1013421,104351,Refused,427000.0,0.0,0.0,0.0,0.0561,-1295,6.0,high
1013422,104351,Refused,40000.0,0.0,0.0,0.0,0.0359,-278,36.0,middle
1013423,104352,Canceled,37000.0,34000.0,2800.0,2000.0,0.2031,-1895,36.0,low_normal
1013424,104352,Refused,60000.0,0.0,0.0,0.0,0.1253,-2190,24.0,XNA
1013425,104352,Canceled,680000.0,631000.0,41800.0,22800.0,0.235,-1385,24.0,high
1013426,104352,Approved,78000.0,68000.0,4300.0,5900.0,0.0511,-950,24.0,low_normal
1013427,104352,Approved,458000.0,475000.0,27800.0,71600.0,0.1782,-2142,48.0,low_action
1013428,104353,Canceled,66000.0,61000.0,4400.0,5600.0,0.2428,-1145,12.0,XNA
1013429,104353,Refused,80000.0,0.0,0.0,0.0,0.0575,-2360,18.0,low_action
1013430,104353,Refused,61000.0,0.0,0.0,0.0,0.0867,-2584,6.0,high
1013431,104355,Refused,392000.0,0.0,0.0,0.0,0.1897,-2401,36.0,middle
1013432,104355,Approved,204000.0,186000.0,12300.0,16400.0,0.1282,-1176,6.0,middle
1013433,104355,Refused,36000.0,0.0,0.0,0.0,0.0346,-885,48.0,XNA
1013434,104355,Canceled,348000.0,301000.0,15500.0,12400.0,0.2279,-1618,24.0,middle
1013435,104355,Refused,139000.0,0.0,0.0,0.0,0.004,-2319,36.0,middle
1013436,104357,Refused,130000.0,0.0,0.0,0.0,0.0365,-2801,24.0,XNA
1013437,104357,Refused,31000.0,0.0,0.0,0.0,0.1095,-1635,24.0,middle
1013438,104357,Canceled,35000.0,28000.0,1300.0,1400.0,0.1731,-2001,24.0,high
1013439,104357,Refused,63000.0,0.0,0.0,0.0,0.114,-922,48.0,XNA
1013440,104357,Approved,37000.0,30000.0,900.0,3900.0,0.034,-1109,48.0,XNA
1013441,104357,Approved,143000.0,137000.0,12900.0,10700.0,0.0007,-549,6.0,low_normal
1013442,104358,Refused,36000.0,0.0,0.0,0.0,0.0903,-2144,48.0,middle
1013443,104358,Canceled,130000.0,135000.0,5400.0,7300.0,0.048,-516,6.0,XNA
1013444,104358,Approved,114000.0,112000.0,6400.0,14700.0,0.0331,-459,12.0,high
1013445,104358,Approved,35000.0,33000.0,1100.0,2900.0,0.2003,-2757,18.0,low_action
1013446,104358,Refused,496000.0,0.0,0.0,0.0,0.0715,-1896,10.0,low_action
1013447,104358,Approved,65000.0,59000.0,4200.0,7900.0,0.0702,-1556,24.0,low_normal
1013448,104360,Approved,120000.0,116000.0,3400.0,8400.0,0.0802,-535,48.0,high
1013449,104360,Refused,41000.0,0.0,0.0,0.0,0.0496,-1672,6.0,middle
1013450,104360,Approved,108000.0,95000.0,3300.0,17800.0,0.122,-1107,18.0,low_action
1013451,104360,Refused,206000.0,0.0,0.0,0.0,0.1549,-785,48.0,middle
1013452,104361,Refused,85000.0,0.0,0.0,0.0,0.1123,-121,48.0,low_normal
1013453,104361,Approved,142000.0,111000.0,2900.0,17100.0,0.0932,-194,48.0,high
1013454,104361,Refused,112000.0,0.0,0.0,0.0,0.2489,-1503,12.0,XNA
1013455,104361,Approved,313000.0,267000.0,9500.0,26400.0,0.0395,-1645,18.0,XNA
1013456,104361,Canceled,230000.0,213000.0,6400.0,22500.0,0.1171,-352,10.0,low_normal
1013457,104362,Approved,220000.0,197000.0,6500.0,33800.0,0.0157,-871,48.0,high
1013458,104362,Refused,233000.0,0.0,0.0,0.0,0.0455,-1603,10.0,middle
1013459,104362,Refused,129000.0,0.0,0.0,0.0,0.0714,-752,18.0,XNA
1013460,104362,Approved,84000.0,64000.0,1900.0,9900.0,0.2462,-41,24.0,middle
1013461,104362,Refused,46000.0,0.0,0.0,0.0,0.1934,-701,18.0,low_action
1013462,104363,Refused,830000.0,0.0,0.0,0.0,0.1524,-281,12.0,low_normal
1013463,104363,Canceled,93000.0,89000.0,5000.0,11800.0,0.0494,-2750,48.0,low_action
1013464,104363,Approved,527000.0,442000.0,19100.0,6100.0,0.176,-1855,24.0,low_action
1013465,104364,Approved,664000.0,676000.0,25000.0,61500.0,0.1348,-1345,36.0,low_normal
1013466,104364,Approved,133000.0,106000.0,5000.0,17200.0,0.239,-779,48.0,middle
1013467,104364,Canceled,579000.0,560000.0,14200.0,89500.0,0.0255,-1956,18.0,middle
1013468,104365,Approved,355000.0,313000.0,10100.0,31200.0,0.1888,-2780,24.0,middle
1013469,104366,Approved,83000.0,86000.0,4000.0,10500.0,0.1079,-422,36.0,middle
1013470,104367,Refused,66000.0,0.0,0.0,0.0,0.0998,-183,48.0,XNA
1013471,104368,Approved,167000.0,165000.0,5700.0,28500.0,0.1303,-382,6.0,high
1013472,104368,Approved,20000.0,17000.0,1300.0,3100.0,0.022,-1816,12.0,XNA
1013473,104369,Refused,229000.0,0.0,0.0,0.0,0.0254,-1250,12.0,low_action
1013474,104369,Approved,179000.0,158000.0,4700.0,21600.0,0.1761,-2815,10.0,low_normal
1013475,104369,Approved,207000.0,208000.0,8100.0,1200.0,0.1026,-2418,6.0,middle
1013476,104370,Approved,284000.0,267000.0,6800.0,42600.0,0.2064,-537,36.0,middle
1013477,104370,Approved,248000.0,237000.0,5900.0,32400.0,0.0718,-1625,48.0,low_action
1013478,104370,Refused,15000.0,0.0,0.0,0.0,0.0739,-1001,36.0,XNA
1013479,104372,Approved,152000.0,120000.0,4000.0,19600.0,0.1298,-2101,12.0,XNA
1013480,104372,Refused,89000.0,0.0,0.0,0.0,0.1548,-1198,24.0,high
1013481,104373,Refused,143000.0,0.0,0.0,0.0,0.2187,-912,18.0,high
1013482,104373,Approved,102000.0,100000.0,3800.0,3900.0,0.1008,-1182,18.0,low_action
1013483,104373,Refused,152000.0,0.0,0.0,0.0,0.0771,-882,12.0,low_action
1013484,104373,Refused,1020000.0,0.0,0.0,0.0,0.0727,-2089,18.0,high
1013485,104373,Approved,165000.0,173000.0,5500.0,19800.0,0.1925,-1474,10.0,low_normal
1013486,104374,Canceled,12000.0,11000.0,500.0,1300.0,0.0447,-2760,12.0,middle
1013487,104374,Approved,83000.0,73000.0,3800.0,6300.0,0.0752,-1574,36.0,XNA
1013488,104374,Refused,124000.0,0.0,0.0,0.0,0.07,-43,18.0,high
1013489,104374,Refused,121000.0,0.0,0.0,0.0,0.1828,-826,6.0,low_action
1013490,104374,Approved,333000.0,304000.0,9500.0,2200.0,0.1674,-602,6.0,low_normal
1013491,104374,Approved,172000.0,143000.0,11800.0,7800.0,0.0024,-1689,12.0,XNA
1013492,104375,Approved,86000.0,79000.0,3300.0,10200.0,0.2272,-1974,24.0,low_normal
1013493,104375,Canceled,344000.0,306000.0,9800.0,36700.0,0.0917,-2806,48.0,low_normal
1013494,104375,Approved,99000.0,84000.0,3000.0,3800.0,0.0859,-2560,18.0,low_normal
1013495,104376,Refused,430000.0,0.0,0.0,0.0,0.1776,-2476,24.0,XNA
1013496,104376,Approved,104000.0,99000.0,8900.0,16500.0,0.0921,-2580,12.0,XNA
1013497,104376,Approved,96000.0,75000.0,2300.0,6800.0,0.0533,-1950,6.0,low_action
1013498,104377,Refused,24000.0,0.0,0.0,0.0,0.1559,-2880,48.0,low_normal
1013499,104378,Refused,903000.0,0.0,0.0,0.0,0.2244,-136,24.0,XNA
1013500,104378,Refused,223000.0,0.0,0.0,0.0,0.0542,-1720,10.0,low_action
1013501,104378,Approved,429000.0,345000.0,13700.0,42200.0,0.0452,-2400,24.0,low_action
1013502,104378,Refused,67000.0,0.0,0.0,0.0,0.2427,-2445,18.0,middle
1013503,104378,Canceled,266000.0,209000.0,8700.0,10700.0,0.0862,-2708,12.0,low_action
1013504,104379,Approved,9000.0,9000.0,300.0,1000.0,0.2253,-695,48.0,high
1013505,104379,Approved,474000.0,487000.0,12200.0,87400.0,0.007,-1014,10.0,low_action
1013506,104379,Unused offer,27000.0,27000.0,1600.0,4200.0,0.0582,-1708,48.0,middle
1013507,104380,Refused,172000.0,0.0,0.0,0.0,0.1138,-1514,10.0,middle
1013508,104380,Approved,83000.0,72000.0,3300.0,5700.0,0.0823,-1399,36.0,low_normal
1013509,104380,Canceled,407000.0,390000.0,10800.0,53700.0,0.148,-469,18.0,low_action
1013510,104380,Refused,132000.0,0.0,0.0,0.0,0.1909,-894,6.0,high
1013511,104381,Refused,113000.0,0.0,0.0,0.0,0.1688,-1458,10.0,middle
1013512,104382,Canceled,66000.0,64000.0,3900.0,6800.0,0.0257,-1675,12.0,low_normal
1013513,104382,Approved,510000.0,410000.0,13200.0,50900.0,0.0373,-2546,12.0,middle
1013514,104382,Approved,245000.0,244000.0,7700.0,46900.0,0.1684,-463,36.0,middle
1013515,104385,Approved,176000.0,137000.0,3400.0,4600.0,0.0085,-1020,24.0,middle
1013516,104385,Canceled,110000.0,87000.0,4000.0,14800.0,0.0579,-2317,24.0,low_normal
1013517,104385,Approved,98000.0,78000.0,3100.0,5800.0,0.1817,-1048,18.0,low_action
1013518,104385,Refused,274000.0,0.0,0.0,0.0,0.1352,-2578,12.0,high
1013519,104385,Refused,8000.0,0.0,0.0,0.0,0.0943,-2211,24.0,XNA
1013520,104385,Approved,261000.0,239000.0,9400.0,33100.0,0.0937,-689,18.0,middle
1013521,104386,Approved,335000.0,310000.0,20100.0,46900.0,0.0612,-1268,10.0,low_action
1013522,104386,Approved,222000.0,192000.0,7100.0,21000.0,0.0224,-183,10.0,middle
1013523,104386,Canceled,385000.0,312000.0,25600.0,54000.0,0.2324,-1115,6.0,low_action
1013524,104386,Approved,41000.0,42000.0,1100.0,800.0,0.0902,-1203,24.0,middle
1013525,104387,Canceled,50000.0,48000.0,1500.0,7700.0,0.1235,-34,18.0,middle
1013526,104387,Approved,196000.0,160000.0,4200.0,16900.0,0.1019,-2726,48.0,middle
1013527,104388,Approved,87000.0,70000.0,6000.0,8600.0,0.1377,-401,18.0,high
1013528,104388,Approved,244000.0,218000.0,5600.0,18500.0,0.0741,-2736,24.0,high
1013529,104388,Canceled,111000.0,99000.0,5000.0,1800.0,0.0777,-1399,24.0,low_normal
1013530,104388,Refused,116000.0,0.0,0.0,0.0,0.1667,-1407,48.0,XNA
1013531,104389,Approved,183000.0,151000.0,9800.0,4000.0,0.1092,-1084,12.0,low_action
1013532,104389,Approved,871000.0,704000.0,33800.0,99400.0,0.0031,-2358,18.0,middle
1013533,104390,Refused,214000.0,0.0,0.0,0.0,0.1624,-2661,24.0,high
1013534,104390,Approved,18000.0,17000.0,700.0,3100.0,0.1217,-1454,36.0,middle
1013535,104390,Approved,17000.0,15000.0,800.0,2600.0,0.1021,-1119,10.0,low_action
1013536,104391,Refused,253000.0,0.0,0.0,0.0,0.1785,-2878,12.0,XNA
1013537,104391,Approved,50000.0,46000.0,1500.0,700.0,0.0578,-357,24.0,high
1013538,104392,Refused,54000.0,0.0,0.0,0.0,0.2073,-202,6.0,middle
1013539,104392,Refused,122000.0,0.0,0.0,0.0,0.043,-1905,36.0,low_normal
1013540,104393,Canceled,71000.0,55000.0,1400.0,800.0,0.0881,-1604,48.0,XNA
1013541,104393,Canceled,174000.0,146000.0,6800.0,24900.0,0.2474,-2219,48.0,low_action
1013542,104394,Refused,153000.0,0.0,0.0,0.0,0.2002,-1723,12.0,middle
1013543,104394,Refused,206000.0,0.0,0.0,0.0,0.0685,-1984,18.0,high
1013544,104394,Approved,21000.0,18000.0,500.0,100.0,0.1749,-1850,24.0,low_action
1013545,104394,Refused,223000.0,0.0,0.0,0.0,0.232,-976,10.0,low_normal
1013546,104394,Unused offer,78000.0,66000.0,3700.0,9200.0,0.0367,-191,48.0,middle
1013547,104394,Approved,74000.0,71000.0,3400.0,13400.0,0.0898,-225,48.0,middle
1013548,104395,Approved,71000.0,70000.0,3800.0,12700.0,0.2336,-1626,24.0,XNA
1013549,104395,Approved,124000.0,97000.0,6900.0,12300.0,0.0579,-222,12.0,low_normal
1013550,104395,Refused,98000.0,0.0,0.0,0.0,0.1045,-1025,18.0,high
1013551,104396,Canceled,405000.0,389000.0,17000.0,300.0,0.0622,-2161,48.0,XNA
1013552,104396,Refused,164000.0,0.0,0.0,0.0,0.0335,-2843,36.0,low_action
1013553,104397,Refused,66000.0,0.0,0.0,0.0,0.0893,-354,24.0,low_action
1013554,104397,Approved,467000.0,361000.0,30800.0,1900.0,0.1138,-1449,18.0,low_action
1013555,104398,Approved,124000.0,99000.0,3200.0,12700.0,0.0514,-1508,36.0,low_normal
1013556,104398,Canceled,198000.0,180000.0,11400.0,1000.0,0.157,-2056,36.0,low_action
1013557,104398,Approved,193000.0,187000.0,5100.0,11400.0,0.047,-1335,36.0,low_action
1013558,104398,Refused,100000.0,0.0,0.0,0.0,0.0226,-1011,10.0,low_normal
1013559,104399,Approved,146000.0,118000.0,6900.0,20500.0,0.2408,-2683,18.0,low_action
1013560,104399,Canceled,57000.0,55000.0,1900.0,100.0,0.2246,-1577,48.0,XNA
1013561,104400,Approved,360000.0,333000.0,8800.0,18900.0,0.1545,-2714,36.0,low_action
1013562,104400,Refused,12000.0,0.0,0.0,0.0,0.2227,-2015,24.0,low_normal
1013563,104401,Refused,174000.0,0.0,0.0,0.0,0.1962,-1444,6.0,low_action
1013564,104401,Approved,584000.0,452000.0,30500.0,39700.0,0.1595,-2508,36.0,low_action
1013565,104401,Approved,55000.0,44000.0,1400.0,4700.0,0.1155,-884,24.0,low_normal
1013566,104401,Approved,85000.0,80000.0,3100.0,5800.0,0.0289,-365,6.0,low_normal
1013567,104401,Refused,110000.0,0.0,0.0,0.0,0.0674,-532,6.0,low_normal
1013568,104401,Refused,564000.0,0.0,0.0,0.0,0.2042,-1026,12.0,middle
1013569,104402,Approved,156000.0,127000.0,3300.0,3200.0,0.1984,-83,48.0,low_action
1013570,104403,Refused,511000.0,0.0,0.0,0.0,0.2221,-46,10.0,XNA
1013571,104403,Refused,195000.0,0.0,0.0,0.0,0.004,-720,6.0,low_action
1013572,104403,Refused,103000.0,0.0,0.0,0.0,0.0917,-822,18.0,middle
1013573,104403,Approved,204000.0,198000.0,5700.0,31400.0,0.068,-2570,18.0,middle
1013574,104403,Refused,140000.0,0.0,0.0,0.0,0.2114,-443,10.0,high
1013575,104404,Refused,111000.0,0.0,0.0,0.0,0.0219,-765,36.0,XNA
1013576,104404,Approved,259000.0,224000.0,6900.0,23700.0,0.235,-2031,48.0,low_normal
1013577,104404,Approved,125000.0,124000.0,3800.0,16100.0,0.021,-405,24.0,low_action
1013578,104404,Approved,6000.0,6000.0,200.0,100.0,0.0809,-785,24.0,high
1013579,104405,Canceled,267000.0,240000.0,11300.0,14100.0,0.0678,-1831,24.0,middle
1013580,104405,Approved,194000.0,201000.0,7600.0,16500.0,0.0874,-2530,36.0,middle
1013581,104405,Canceled,162000.0,154000.0,6000.0,12400.0,0.0867,-2800,24.0,high
1013582,104406,Refused,62000.0,0.0,0.0,0.0,0.1434,-900,36.0,high
1013583,104406,Approved,26000.0,26000.0,700.0,5000.0,0.0693,-1912,12.0,low_normal
1013584,104407,Refused,75000.0,0.0,0.0,0.0,0.0692,-2681,18.0,high
1013585,104407,Refused,349000.0,0.0,0.0,0.0,0.1154,-924,24.0,XNA
1013586,104408,Refused,149000.0,0.0,0.0,0.0,0.2238,-2522,12.0,low_action
1013587,104409,Refused,82000.0,0.0,0.0,0.0,0.1201,-1789,6.0,low_action
1013588,104410,Canceled,82000.0,71000.0,3300.0,800.0,0.1498,-2439,12.0,middle
1013589,104410,Approved,113000.0,99000.0,3000.0,18400.0,0.2403,-54,48.0,low_action
1013590,104411,Approved,437000.0,399000.0,29600.0,24900.0,0.1548,-1418,36.0,low_normal
1013591,104411,Refused,73000.0,0.0,0.0,0.0,0.0615,-657,12.0,high
1013592,104411,Refused,554000.0,0.0,0.0,0.0,0.133,-207,12.0,middle
1013593,104412,Approved,3000.0,3000.0,100.0,400.0,0.0768,-1550,10.0,middle
1013594,104412,Approved,513000.0,485000.0,17800.0,93600.0,0.1404,-2486,6.0,XNA
1013595,104413,Approved,76000.0,77000.0,5500.0,1500.0,0.2244,-1064,18.0,low_normal
1013596,104414,Approved,16000.0,16000.0,700.0,300.0,0.0825,-1706,18.0,middle
1013597,104414,Canceled,153000.0,144000.0,7300.0,28200.0,0.1182,-2817,24.0,high
1013598,104414,Refused,769000.0,0.0,0.0,0.0,0.2012,-2086,48.0,low_action
1013599,104414,Refused,104000.0,0.0,0.0,0.0,0.1247,-585,36.0,high
1013600,104414,Unused offer,138000.0,125000.0,8900.0,18500.0,0.039,-1916,24.0,high
1013601,104415,Approved,301000.0,288000.0,7900.0,45400.0,0.0342,-911,24.0,high
1013602,104415,Approved,60000.0,62000.0,2600.0,2700.0,0.0416,-928,18.0,high
1013603,104415,Refused,281000.0,0.0,0.0,0.0,0.1111,-1063,18.0,high
1013604,104416,Refused,158000.0,0.0,0.0,0.0,0.1899,-2193,10.0,XNA
1013605,104416,Refused,83000.0,0.0,0.0,0.0,0.048,-875,12.0,high
1013606,104416,Refused,335000.0,0.0,0.0,0.0,0.128,-1856,6.0,high
1013607,104417,Approved,288000.0,288000.0,9200.0,32000.0,0.0854,-1581,6.0,XNA
1013608,104417,Approved,1398000.0,1287000.0,53900.0,46800.0,0.0267,-647,10.0,XNA
1013609,104417,Approved,156000.0,151000.0,6500.0,23800.0,0.0152,-82,24.0,XNA
1013610,104417,Refused,339000.0,0.0,0.0,0.0,0.2419,-84,10.0,low_normal
1013611,104418,Canceled,152000.0,156000.0,6400.0,300.0,0.0895,-1879,10.0,middle
1013612,104418,Approved,369000.0,300000.0,18000.0,35200.0,0.1191,-1203,24.0,low_normal
1013613,104418,Approved,75000.0,76000.0,3500.0,3500.0,0.0533,-456,18.0,XNA
1013614,104418,Refused,104000.0,0.0,0.0,0.0,0.0775,-328,6.0,low_normal
1013615,104418,Refused,312000.0,0.0,0.0,0.0,0.0325,-833,18.0,XNA
1013616,104418,Canceled,16000.0,13000.0,500.0,500.0,0.1351,-2415,10.0,XNA
1013617,104418,Refused,450000.0,0.0,0.0,0.0,0.193,-2165,10.0,low_action
1013618,104418,Approved,206000.0,179000.0,4800.0,4600.0,0.1027,-1654,18.0,high
1013619,104419,Refused,18000.0,0.0,0.0,0.0,0.0214,-500,48.0,high
1013620,104419,Canceled,106000.0,109000.0,3100.0,20900.0,0.1406,-1707,48.0,low_action
1013621,104420,Approved,327000.0,276000.0,7700.0,5000.0,0.1414,-1092,48.0,low_normal
1013622,104420,Refused,19000.0,0.0,0.0,0.0,0.2433,-1132,18.0,high
1013623,104420,Approved,233000.0,200000.0,5900.0,36100.0,0.1284,-2240,6.0,low_action
1013624,104420,Refused,22000.0,0.0,0.0,0.0,0.1151,-2529,36.0,high
1013625,104420,Canceled,380000.0,312000.0,14700.0,13300.0,0.0117,-2702,48.0,high
1013626,104421,Approved,85000.0,77000.0,2400.0,14000.0,0.0381,-2016,12.0,low_action
1013627,104421,Approved,141000.0,136000.0,5300.0,600.0,0.0964,-762,48.0,middle
1013628,104422,Refused,38000.0,0.0,0.0,0.0,0.059,-436,24.0,middle
1013629,104422,Canceled,95000.0,99000.0,3300.0,19300.0,0.0686,-2166,36.0,middle
1013630,104423,Canceled,78000.0,67000.0,6000.0,9400.0,0.1583,-977,6.0,XNA
1013631,104423,Approved,235000.0,203000.0,11400.0,28900.0,0.0353,-1117,48.0,middle
1013632,104424,Canceled,123000.0,111000.0,3000.0,4000.0,0.0594,-2092,48.0,middle
1013633,104424,Approved,109000.0,106000.0,6600.0,15300.0,0.1814,-114,10.0,middle
1013634,104424,Approved,25000.0,22000.0,1000.0,200.0,0.0861,-82,48.0,low_normal
1013635,104425,Approved,218000.0,190000.0,4900.0,18200.0,0.2202,-1655,18.0,low_normal
1013636,104425,Approved,729000.0,668000.0,25900.0,57500.0,0.2309,-1868,6.0,middle
1013637,104426,Refused,24000.0,0.0,0.0,0.0,0.238,-735,6.0,middle
1013638,104426,Refused,172000.0,0.0,0.0,0.0,0.2026,-2556,10.0,middle
1013639,104426,Approved,62000.0,61000.0,1900.0,9800.0,0.2003,-807,12.0,middle
