SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_GOODS_PRICE,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,APARTMENTS_MODE,APARTMENTS_MEDI,BASEMENTAREA_AVG,BASEMENTAREA_MODE,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_AVG,YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_AVG,YEARS_BUILD_MODE,YEARS_BUILD_MEDI,COMMONAREA_AVG,COMMONAREA_MODE,COMMONAREA_MEDI,ELEVATORS_AVG,ELEVATORS_MODE,ELEVATORS_MEDI,ENTRANCES_AVG,ENTRANCES_MODE,ENTRANCES_MEDI,FLOORSMAX_AVG,FLOORSMAX_MODE,FLOORSMAX_MEDI,FLOORSMIN_AVG,FLOORSMIN_MODE,FLOORSMIN_MEDI,LANDAREA_AVG,LANDAREA_MODE,LANDAREA_MEDI,LIVINGAPARTMENTS_AVG,LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MEDI,LIVINGAREA_AVG,LIVINGAREA_MODE,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_AVG,NONLIVINGAREA_MODE,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
101269,0,Cash loans,M,N,Y,0,94500.0,396000.0,382500.0,15500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025017,-21792,365243,-10850.0,-3404,,1,0,0,1,0,0,Sales staff,2.0,2,2,SATURDAY,13,0,0,0,0,1,0,Transport: type 4,,0.234378,0.49197,0.5865,0.5727,0.5346,0.6959,0.6889,0.7267,0.4762,0.4726,0.4819,0.6149,0.6126,0.6368,0.4982,0.523,0.5113,0.5111,0.5169,0.5296,0.538,0.5315,0.525,0.4905,0.4387,0.476,0.3384,0.3684,0.3673,0.5539,0.5697,0.5568,0.4693,0.4828,0.4719,0.3302,0.3798,0.3374,0.7306,0.7283,0.7367,0.686,0.6236,0.6905,reg oper account,,0.7036,Block,No,1.0,0.0,1.0,0.0,-1677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,1.0
101270,0,Cash loans,F,N,N,0,184500.0,805500.0,702000.0,39000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.032863,-23527,365243,-7363.0,-4294,,1,0,0,1,0,0,,2.0,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.740688,0.55139,0.3984,0.3914,0.4247,0.4106,0.4386,0.4162,0.3997,0.4242,0.4199,0.3844,0.3809,0.3429,0.4203,0.4192,0.3781,0.217,0.2344,0.2087,0.2889,0.2723,0.3041,0.2779,0.3317,0.2846,0.3487,0.3265,0.3238,0.3661,0.4154,0.3991,0.3505,0.3415,0.3666,0.4339,0.3944,0.3977,0.3686,0.3914,0.3564,0.4176,0.4661,0.4223,,block of flats,0.4025,"Stone, brick",No,0.0,1.0,0.0,1.0,-683.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,0.0,0.0,3.0
101271,0,Revolving loans,F,N,Y,0,175500.0,270000.0,261000.0,23500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.01504,-14707,-2692,-6992.0,-4128,,1,1,1,1,0,0,Laborers,2.0,2,2,TUESDAY,12,0,0,0,0,0,1,Medicine,,0.592565,0.580098,0.1879,0.2401,0.2071,0.197,0.2136,0.1902,0.2134,0.2066,0.2303,0.1056,0.155,0.1394,0.2017,0.2141,0.2008,0.1453,0.1701,0.1646,0.2041,0.1717,0.2268,0.2166,0.2452,0.2244,0.2769,0.2297,0.2604,0.1653,0.109,0.183,0.2293,0.2416,0.2454,0.1145,0.0947,0.1385,0.2067,0.212,0.241,0.151,0.1982,0.1749,reg oper account,,,"Stone, brick",No,0.0,0.0,0.0,0.0,-2538.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
101272,0,Cash loans,M,N,Y,1,94500.0,459000.0,432000.0,13500.0,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,0.009708,-9598,-3024,-2585.0,-3521,,1,1,0,1,0,0,High skill tech staff,3.0,2,2,TUESDAY,14,0,0,0,0,0,0,Self-employed,,0.427041,0.006039,0.2838,0.2649,0.2964,0.2354,0.2079,0.2162,0.237,0.2267,0.2354,0.3241,0.3121,0.3128,0.1535,0.1492,0.1952,0.2383,0.3024,0.2624,0.2341,0.2433,0.2487,0.1404,0.17,0.1699,0.243,0.2862,0.2748,0.3391,0.3403,0.3251,0.2994,0.2933,0.3018,0.2486,0.2462,0.2708,0.2225,0.2348,0.2471,0.2789,0.2835,0.291,,block of flats,,Monolithic,No,0.0,0.0,0.0,0.0,-1515.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,
101273,0,Cash loans,M,Y,Y,0,45000.0,193500.0,184500.0,8000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.054056,-10544,-432,-1636.0,-1797,,1,1,1,1,1,0,Sales staff,2.0,2,2,MONDAY,14,0,0,0,0,1,0,Business Entity Type 2,0.273952,0.742687,0.467495,0.1319,0.1127,0.0856,0.0773,0.0916,0.0779,0.0905,0.0456,0.0915,0.0957,0.0759,0.1245,0.0925,0.1316,0.1046,0.0805,0.0712,0.0448,0.0873,0.0911,0.0966,0.0816,0.0601,0.0543,0.0777,0.0755,0.0998,0.0493,0.0964,0.1021,0.1056,0.0888,0.0643,0.0821,0.0598,0.0804,0.0848,0.0598,0.0486,0.1022,0.1084,0.1335,,,0.1121,,No,1.0,0.0,1.0,0.0,-2154.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
101274,0,Cash loans,M,N,Y,0,184500.0,1174500.0,1111500.0,45000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.012354,-11895,-1081,-2447.0,-782,,1,1,0,1,0,0,Drivers,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,,0.602032,0.451641,0.3678,0.377,0.3848,0.5871,0.6602,0.6177,0.2541,0.3002,0.2884,0.3059,0.2981,0.2447,0.4263,0.416,0.4187,0.3711,0.3415,0.3831,0.3678,0.3943,0.3695,0.4888,0.4567,0.468,0.3375,0.3585,0.3279,0.3168,0.3305,0.3141,0.4873,0.5029,0.4763,0.2848,0.3071,0.3082,0.277,0.2647,0.292,0.326,0.3367,0.3406,,block of flats,0.4576,,,2.0,0.0,2.0,0.0,-1224.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,1.0,1.0
101275,0,Cash loans,M,N,Y,0,90000.0,490500.0,477000.0,20500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.038375,-13413,-1671,-2281.0,-2615,,1,1,0,1,0,0,,1.0,3,2,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.321899,0.330253,0.1903,0.2137,0.2621,0.2114,0.2267,0.2758,0.1585,0.1724,0.2015,0.3009,0.2871,0.2595,0.1507,0.1118,0.1807,0.1302,0.1365,0.1578,0.2522,0.248,0.2833,0.2999,0.269,0.2799,0.2848,0.256,0.2451,0.1836,0.168,0.1598,0.1828,0.1536,0.1611,0.1655,0.1648,0.1877,0.2511,0.2426,0.2727,0.2817,0.2791,0.2787,reg oper account,block of flats,0.1268,Wooden,No,2.0,0.0,2.0,0.0,-1676.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,1.0,0.0,1.0
101276,0,Cash loans,M,N,Y,0,216000.0,756000.0,684000.0,42000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007319,-16112,-2189,-5669.0,-2465,,1,1,0,1,1,0,Laborers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.311528,,0.9959,1.0,0.9796,0.4856,0.4929,0.5199,0.8595,0.8679,0.852,0.8462,0.8698,0.8974,0.7636,0.791,0.7566,0.4882,0.5073,0.5164,0.5679,0.5454,0.5717,0.9729,0.994,0.971,0.6944,0.7028,0.6611,0.6655,0.67,0.6493,1.0,0.9837,0.9971,0.7538,0.7727,0.7826,0.6255,0.6284,0.5841,0.9632,0.9759,0.9864,reg oper account,,1.0,Panel,,2.0,0.0,2.0,0.0,-1367.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,2.0
101277,0,Cash loans,F,N,Y,1,99000.0,679500.0,562500.0,37000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.024202,-21405,-218,-8688.0,-2620,,1,1,1,1,0,0,,3.0,2,3,WEDNESDAY,15,0,0,0,0,0,0,Business Entity Type 3,0.058523,0.600545,0.407269,0.1611,0.1846,0.1736,0.1396,0.0996,0.0812,0.236,0.2198,0.2232,0.2367,0.2286,0.2094,0.107,0.1232,0.1583,0.1439,0.1857,0.2155,0.2033,0.2472,0.2044,0.1605,0.1719,0.1596,0.1418,0.1295,0.1602,0.2221,0.1812,0.1951,0.1967,0.1779,0.2045,0.2096,0.1919,0.2031,0.1122,0.1101,0.1096,0.162,0.1801,0.1808,,,,"Stone, brick",No,3.0,0.0,3.0,0.0,-547.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
101278,0,Cash loans,F,Y,N,0,85500.0,283500.0,243000.0,24000.0,Family,Working,Higher education,Married,House / apartment,0.023778,-11401,-512,-2646.0,-5972,8.0,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,0.447987,0.431095,0.449644,0.2664,0.2337,0.2267,0.2001,0.2848,0.2387,0.4082,0.3631,0.3953,0.4721,0.4448,0.4692,0.2203,0.2205,0.2139,0.3513,0.3109,0.3544,0.3002,0.2942,0.3201,0.3306,0.3346,0.3563,0.2012,0.182,0.1865,0.2159,0.2613,0.2589,0.3139,0.3254,0.3285,0.3356,0.3331,0.3312,0.4113,0.4359,0.4271,0.4232,0.3811,0.3999,,block of flats,,Panel,,1.0,1.0,1.0,0.0,-2084.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,,0.0
101279,0,Cash loans,F,N,Y,0,162000.0,724500.0,675000.0,23000.0,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,0.032138,-23092,365243,-339.0,-770,,1,0,0,1,0,0,Laborers,1.0,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.59163,,0.3323,0.3294,0.2885,0.2874,0.2712,0.252,0.1264,0.1404,0.1607,0.2107,0.1922,0.1877,0.2189,0.1837,0.214,0.2294,0.2204,0.2345,0.2077,0.2122,0.1984,0.2511,0.2909,0.295,0.3301,0.3347,0.3516,0.1911,0.1977,0.1858,0.3132,0.2993,0.3158,0.1881,0.193,0.2029,0.2997,0.2708,0.2981,0.1471,0.1426,0.1811,,block of flats,,"Stone, brick",No,2.0,0.0,2.0,0.0,-3287.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
101280,0,Cash loans,F,N,Y,1,535500.0,1759500.0,1426500.0,97000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.04719,-8011,-1436,-1368.0,-3890,,1,1,1,1,0,0,Cleaning staff,2.0,2,2,SATURDAY,16,0,1,0,1,0,0,Other,,0.64769,0.752491,0.386,0.3878,0.3607,0.3242,0.3197,0.362,0.3742,0.3689,0.3827,0.5309,0.5582,0.5331,0.5719,0.5798,0.5592,0.3662,0.409,0.3712,0.5626,0.5546,0.5316,0.2528,0.2477,0.2745,0.5932,0.5786,0.5338,0.6658,0.6216,0.5948,0.6088,0.6422,0.6444,0.3708,0.3982,0.4006,0.4637,0.4379,0.4222,0.5135,0.5126,0.5196,,,,,,1.0,1.0,1.0,0.0,-489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,3.0
101281,0,Cash loans,F,N,Y,0,220500.0,1107000.0,1071000.0,58500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.011292,-22458,365243,-3445.0,-937,,1,0,0,1,1,0,Security staff,2.0,2,2,SUNDAY,13,0,0,0,1,1,1,Trade: type 3,,0.604785,0.186849,0.5096,0.503,0.5297,0.5273,0.5661,0.5288,0.8167,0.7735,0.7911,0.8656,0.9005,0.9015,0.3908,0.3946,0.4311,0.4715,0.4557,0.4331,0.4954,0.5165,0.5025,0.4357,0.3775,0.4053,0.8204,0.8633,0.8782,0.5138,0.5028,0.5233,0.5154,0.5345,0.5144,0.7977,0.7616,0.8235,0.7303,0.805,0.7676,0.7085,0.722,0.7155,reg oper account,block of flats,,Wooden,,1.0,0.0,1.0,0.0,-1015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,1.0
101282,0,Cash loans,F,N,N,0,157500.0,499500.0,409500.0,12500.0,Family,State servant,Secondary / secondary special,Married,Municipal apartment,0.025827,-17287,-924,-1506.0,-3550,,1,1,0,1,1,0,,2.0,3,3,THURSDAY,16,0,0,0,0,1,1,Business Entity Type 3,0.016542,0.20216,0.267616,0.4581,0.4388,0.46,0.4583,0.4159,0.4293,0.5298,0.5154,0.535,0.36,0.3755,0.3398,0.4019,0.4373,0.4201,0.5038,0.4818,0.5152,0.4983,0.5389,0.4955,0.4042,0.4204,0.3926,0.4606,0.421,0.4274,0.5116,0.5332,0.5475,0.3538,0.3486,0.3524,0.6092,0.602,0.5938,0.5082,0.4516,0.4885,0.2598,0.2782,0.2732,,block of flats,,,No,2.0,0.0,2.0,0.0,-190.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
101283,0,Cash loans,M,N,Y,1,180000.0,1737000.0,1660500.0,80500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008014,-21389,-3054,-1679.0,-4057,,1,1,0,1,0,0,Managers,3.0,3,3,MONDAY,10,0,0,0,0,1,0,XNA,0.381758,0.320006,0.483223,0.2866,0.3062,0.3343,0.3444,0.3461,0.3844,0.2421,0.2379,0.2244,0.3836,0.3941,0.4482,0.3676,0.314,0.3682,0.3348,0.3708,0.3663,0.323,0.3109,0.29,0.2849,0.2512,0.2983,0.2409,0.3084,0.2451,0.2436,0.2437,0.2822,0.4138,0.4143,0.4034,0.2497,0.2573,0.2145,0.3778,0.3926,0.3996,0.369,0.3722,0.3882,,,,"Stone, brick",,3.0,0.0,3.0,0.0,-3486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,1.0
101284,1,Cash loans,M,N,N,0,54000.0,639000.0,558000.0,25000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007958,-18214,-1297,-277.0,-213,,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,1,XNA,0.091811,0.338089,0.0005,0.1269,0.0867,0.0617,0.1214,0.0874,0.1071,0.0602,0.0765,0.0459,0.11,0.0928,0.0892,0.0488,0.1301,0.1286,0.0555,0.0399,0.0469,0.0871,0.0866,0.1132,0.108,0.0613,0.0463,0.0518,0.0927,0.08,0.0795,0.1039,0.0698,0.0862,0.0964,0.0896,0.0899,0.1296,0.1469,0.103,0.0564,0.0729,0.0959,0.0492,0.0536,,block of flats,0.1246,,No,1.0,0.0,1.0,0.0,-3488.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,3.0
101285,1,Revolving loans,M,Y,Y,1,81000.0,513000.0,486000.0,24000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.013065,-9351,-2776,-929.0,-2763,,1,1,0,1,0,0,Sales staff,3.0,2,2,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.524302,0.376866,0.411444,0.1119,0.1178,0.1318,0.0961,0.1195,0.114,0.0992,0.097,0.0899,0.1576,0.1219,0.1564,0.1197,0.1612,0.1125,0.1825,0.1892,0.1324,0.1468,0.1477,0.1669,0.1337,0.1124,0.1283,0.1059,0.1286,0.143,0.1238,0.1739,0.1662,0.0806,0.107,0.1036,0.1558,0.112,0.1173,0.1092,0.1659,0.1447,0.1095,0.0952,0.1103,,block of flats,0.1102,,,0.0,0.0,0.0,0.0,-3954.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
101286,0,Revolving loans,F,Y,Y,1,36000.0,328500.0,319500.0,17500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.024102,-23521,365243,-197.0,-1925,,1,0,0,1,0,0,Sales staff,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.471066,0.477342,0.2217,0.2363,0.193,0.4298,0.4535,0.4326,0.4862,0.4909,0.4727,0.3825,0.4118,0.4183,0.3697,0.3751,0.3668,0.1769,0.2407,0.2338,0.5145,0.4528,0.4873,0.5068,0.4863,0.4665,0.405,0.4272,0.3752,0.3526,0.3321,0.2903,0.3247,0.299,0.3477,0.4817,0.4918,0.4801,0.4157,0.41,0.3542,0.3873,0.354,0.3325,,,,,No,0.0,0.0,0.0,0.0,-582.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
101287,0,Cash loans,F,N,N,2,382500.0,639000.0,553500.0,63000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.052888,-19617,-590,-1011.0,-2925,,1,1,0,1,1,0,Managers,3.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,School,,0.503936,0.633131,0.0859,0.0748,0.0803,0.0932,0.0889,0.1077,0.1285,0.1645,0.1036,0.1248,0.1026,0.135,0.1323,0.1251,0.142,0.1908,0.1831,0.1833,0.1285,0.148,0.1524,0.0944,0.1345,0.1194,0.2009,0.1773,0.1908,0.1264,0.1014,0.115,0.0942,0.1206,0.1244,0.1566,0.1396,0.1459,0.0887,0.0957,0.0918,0.083,0.0962,0.1331,,,0.0658,,No,2.0,0.0,2.0,0.0,-3787.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
101288,0,Cash loans,F,Y,N,0,342000.0,612000.0,562500.0,17000.0,Unaccompanied,Pensioner,Higher education,Married,Rented apartment,0.059209,-23833,365243,-11.0,-2928,,1,0,0,1,0,0,,1.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.411059,0.279016,0.2812,0.2951,0.2801,0.3837,0.4008,0.3646,0.2563,0.258,0.2289,0.3649,0.3883,0.3829,0.4033,0.383,0.3738,0.4589,0.4712,0.4411,0.2918,0.2813,0.3139,0.4299,0.4159,0.4208,0.2907,0.2789,0.2978,0.3468,0.3835,0.3815,0.3531,0.361,0.3414,0.4378,0.434,0.4486,0.4881,0.4658,0.4832,0.3601,0.4483,0.3909,,,0.3162,Panel,,0.0,0.0,0.0,0.0,-678.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,
101289,0,Cash loans,F,N,Y,1,184500.0,603000.0,499500.0,25000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.015007,-23077,365243,-1435.0,-2833,,1,0,0,1,0,0,Core staff,3.0,3,3,SATURDAY,17,0,0,0,0,0,0,XNA,,0.495963,,0.2368,0.2305,0.234,0.2275,0.2137,0.2332,0.2611,0.2523,0.2158,0.1881,0.1734,0.1963,0.2948,0.2145,0.2234,0.2736,0.2589,0.2609,0.2169,0.188,0.2502,0.1855,0.1464,0.1453,0.2871,0.2746,0.2754,0.3166,0.2971,0.2976,0.1242,0.1474,0.1457,0.1667,0.1237,0.1853,0.2644,0.2559,0.234,0.2109,0.2001,0.1863,reg oper spec account,,,Monolithic,No,1.0,0.0,1.0,0.0,-2311.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
101290,0,Cash loans,M,Y,Y,1,157500.0,630000.0,594000.0,,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0226,-17842,-692,-11197.0,-3849,6.0,1,1,0,1,0,1,,2.0,2,2,THURSDAY,18,0,0,0,0,0,0,Trade: type 3,,0.082774,0.619713,0.59,0.6818,0.6463,0.7303,0.6965,0.7088,0.5988,0.6221,0.6414,0.6986,0.6996,0.6961,0.7224,0.7079,0.7433,0.6045,0.6456,0.5855,0.3738,0.3594,0.3823,0.6474,0.621,0.6352,0.4925,0.5231,0.499,0.6681,0.6924,0.6745,0.5356,0.5222,0.5089,0.6859,0.7067,0.6869,0.4449,0.4568,0.4766,0.2936,0.2897,0.3312,reg oper spec account,block of flats,,Panel,No,2.0,0.0,2.0,0.0,-209.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0
101291,0,Cash loans,M,N,Y,0,63000.0,220500.0,207000.0,5500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.033555,-18821,-2674,-5190.0,-1205,,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,8,0,0,0,0,0,1,Other,0.638331,0.711919,0.192451,0.1803,0.1867,0.1836,0.2953,0.3044,0.2983,0.2385,0.2116,0.2628,0.2235,0.2504,0.2129,0.2593,0.2521,0.2285,0.2726,0.2776,0.2818,0.2967,0.2999,0.2746,0.1731,0.165,0.1678,0.3312,0.3005,0.3062,0.2444,0.2314,0.2294,0.3031,0.2903,0.3073,0.1949,0.2198,0.2149,0.2326,0.2649,0.2343,0.1512,0.166,0.1971,reg oper account,,,,No,3.0,0.0,3.0,0.0,-2512.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
101292,0,Cash loans,M,N,Y,2,130500.0,207000.0,175500.0,20500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.030056,-14211,-1298,-174.0,-5142,,1,1,0,1,1,0,,3.0,1,1,THURSDAY,16,0,0,0,0,0,0,XNA,,0.472456,,0.7115,0.7582,0.7337,0.7877,0.7937,0.7738,0.8783,0.8603,0.8919,0.6676,0.6611,0.6779,0.4799,0.501,0.4808,0.8875,0.9225,0.9436,0.593,0.6188,0.6032,0.7669,0.7684,0.8095,0.4848,0.4812,0.4672,0.5399,0.5679,0.5275,0.4155,0.3817,0.4148,0.8779,0.8495,0.8252,0.5489,0.5843,0.561,0.6257,0.6298,0.6639,reg oper account,,0.5861,,No,2.0,0.0,2.0,0.0,-2954.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,1.0
101293,0,Cash loans,M,N,N,0,396000.0,2911500.0,2286000.0,96000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.016835,-22503,365243,-7149.0,-5047,,1,0,0,1,0,0,Core staff,2.0,2,2,THURSDAY,17,0,0,1,0,0,0,Business Entity Type 3,,0.345079,0.012481,0.1615,0.1454,0.1978,0.1462,0.1557,0.1759,0.119,0.1873,0.1348,0.1114,0.1091,0.1488,0.1172,0.1196,0.1028,0.0587,0.0332,0.0591,0.0961,0.1138,0.1141,0.0911,0.0514,0.0902,0.1151,0.1214,0.0828,0.0966,0.1003,0.1352,0.1399,0.145,0.1352,0.1122,0.1746,0.1439,0.1025,0.1349,0.1332,0.0484,0.07,0.0483,,,,,No,4.0,0.0,4.0,0.0,-3895.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,0.0,5.0
101294,0,Cash loans,M,N,N,1,157500.0,2007000.0,1737000.0,148000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019604,-19053,-750,-6117.0,-2748,,1,1,0,1,0,0,Drivers,3.0,2,2,WEDNESDAY,13,0,0,0,0,0,1,Bank,,0.226357,0.490353,0.1618,0.1523,0.1928,0.1549,0.1385,0.1182,0.2125,0.2035,0.2196,0.1738,0.1627,0.1428,0.1982,0.1803,0.1645,0.2301,0.1984,0.1856,0.2147,0.2215,0.2228,0.2343,0.2031,0.2272,0.1822,0.1684,0.1667,0.1202,0.1266,0.0799,0.1098,0.1671,0.1277,0.2003,0.1506,0.1536,0.1593,0.1717,0.0969,0.2493,0.2497,0.2777,,,,,No,1.0,0.0,1.0,0.0,-2145.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
